NAME          Proxy
 E  R00196
 E  R00197
 E  R00198
 E  R00199
 E  R00200
 E  R00201
 E  R00202
 E  R00203
 E  R00204
 E  R00205
 E  R00206
 E  R00207
 E  R00208
 E  R00209
 E  R00210
 E  R00211
 E  R00212
 E  R00213
 E  R00214
 E  R00215
 E  R00216
 E  R00217
 E  R00218
 E  R00219
 E  R00220
 E  R00221
 E  R00222
 E  R00223
 E  R00224
 E  R00225
 E  R00226
 E  R00227
 E  R00228
 E  R00229
 E  R00230
 E  R00231
 E  R00232
 E  R00233
 E  R00234
 E  R00235
 E  R00236
 E  R00237
 E  R00238
 E  R00239
 E  R00240
 E  R00241
 E  R00242
 E  R00243
 E  R00244
 E  R00245
 E  R00246
 E  R00247
 E  R00248
 E  R00249
 E  R00250
 E  R00251
 E  R00252
 E  R00253
 E  R00254
 E  R00255
 E  R00256
 E  R00257
 E  R00258
 E  R00259
 E  R00260
 E  R00261
 E  R00262
 E  R00263
 E  R00264
 E  R00265
 E  R00266
 E  R00267
 E  R00268
 E  R00269
 E  R00270
 E  R00271
 E  R00272
 E  R00273
 E  R00274
 E  R00275
 E  R00276
 E  R00277
 E  R00278
 E  R00279
 E  R00280
 E  R00281
 E  R00282
 E  R00283
 E  R00284
 E  R00285
 E  R00286
 E  R00287
 E  R00288
 E  R00289
 E  R00290
 E  R00291
 E  R00292
 E  R00293
 E  R00294
 E  R00295
 E  R00296
 E  R00297
 E  R00298
 E  R00299
 E  R00300
 E  R00301
 E  R00302
 E  R00303
 E  R00304
 E  R00305
 E  R00306
 E  R00307
 E  R00308
 E  R00309
 E  R00310
 E  R00311
 E  R00312
 E  R00313
 E  R00314
 E  R00315
 E  R00316
 E  R00317
 E  R00318
 E  R00319
 E  R00320
 E  R00321
 E  R00322
 E  R00323
 E  R00324
 E  R00325
 E  R00326
 E  R00327
 E  R00328
 E  R00329
 E  R00330
 E  R00331
 E  R00332
 E  R00333
 E  R00334
 E  R00335
 E  R00336
 E  R00337
 E  R00338
 E  R00339
 E  R00340
 E  R00341
 E  R00342
 E  R00343
 E  R00344
 E  R00345
 E  R00346
 E  R00347
 E  R00348
 E  R00349
 E  R00350
 E  R00351
 E  R00352
 E  R00353
 E  R00354
 E  R00355
 E  R00356
 E  R00357
 E  R00358
 E  R00359
 E  R00360
 E  R00361
 E  R00362
 E  R00363
 E  R00364
 E  R00365
 E  R00366
 E  R00367
 E  R00368
 E  R00369
 E  R00370
 E  R00371
 E  R00372
 E  R00373
 E  R00374
 E  R00375
 E  R00376
 E  R00377
 E  R00378
 E  R00379
 E  R00380
 E  R00381
 E  R00382
 E  R00383
 G  R00384
 G  R00385
 G  R00386
 L  R00387
 E  R00388
 G  R00389
 G  R00390
 G  R00391
 L  R00392
 E  R00393
 G  R00394
 G  R00395
 G  R00396
 L  R00397
 E  R00398
 G  R00399
 G  R00400
 G  R00401
 L  R00402
 E  R00403
 G  R00404
 G  R00405
 G  R00406
 L  R00407
 E  R00408
 G  R00409
 G  R00410
 G  R00411
 L  R00412
 E  R00413
 G  R00414
 G  R00415
 G  R00416
 L  R00417
 E  R00418
 G  R00419
 G  R00420
 G  R00421
 L  R00422
 E  R00423
 G  R00424
 G  R00425
 G  R00426
 L  R00427
 E  R00428
 G  R00429
 G  R00430
 G  R00431
 L  R00432
 E  R00433
 G  R00434
 G  R00435
 G  R00436
 L  R00437
 E  R00438
 G  R00439
 G  R00440
 G  R00441
 L  R00442
 E  R00443
 G  R00444
 G  R00445
 G  R00446
 L  R00447
 E  R00448
 G  R00449
 G  R00450
 G  R00451
 L  R00452
 E  R00453
 G  R00454
 G  R00455
 G  R00456
 L  R00457
 E  R00458
 G  R00459
 G  R00460
 G  R00461
 L  R00462
 E  R00463
 G  R00464
 G  R00465
 G  R00466
 L  R00467
 E  R00468
 G  R00469
 G  R00470
 G  R00471
 L  R00472
 E  R00473
 G  R00474
 G  R00475
 G  R00476
 L  R00477
 E  R00478
 G  R00479
 G  R00480
 G  R00481
 L  R00482
 E  R00483
 G  R00484
 G  R00485
 G  R00486
 L  R00487
 E  R00488
 G  R00489
 G  R00490
 G  R00491
 L  R00492
 E  R00493
 G  R00494
 G  R00495
 G  R00496
 L  R00497
 E  R00498
 G  R00499
 G  R00500
 G  R00501
 L  R00502
 E  R00503
 G  R00504
 G  R00505
 G  R00506
 L  R00507
 E  R00508
 G  R00509
 G  R00510
 G  R00511
 L  R00512
 E  R00513
 G  R00514
 G  R00515
 G  R00516
 L  R00517
 E  R00518
 G  R00519
 G  R00520
 G  R00521
 L  R00522
 E  R00523
 G  R00524
 G  R00525
 G  R00526
 L  R00527
 E  R00528
 G  R00529
 G  R00530
 G  R00531
 L  R00532
 E  R00533
 G  R00534
 G  R00535
 G  R00536
 L  R00537
 E  R00538
 G  R00539
 G  R00540
 G  R00541
 L  R00542
 E  R00543
 G  R00544
 G  R00545
 G  R00546
 L  R00547
 E  R00548
 G  R00549
 G  R00550
 G  R00551
 L  R00552
 E  R00553
 G  R00554
 G  R00555
 G  R00556
 L  R00557
 E  R00558
 G  R00559
 G  R00560
 G  R00561
 L  R00562
 E  R00563
 G  R00564
 G  R00565
 G  R00566
 L  R00567
 E  R00568
 G  R00569
 G  R00570
 G  R00571
 L  R00572
 E  R00573
 G  R00574
 G  R00575
 G  R00576
 L  R00577
 E  R00578
 G  R00579
 G  R00580
 G  R00581
 L  R00582
 E  R00583
 G  R00584
 G  R00585
 G  R00586
 L  R00587
 E  R00588
 G  R00589
 G  R00590
 G  R00591
 L  R00592
 E  R00593
 G  R00594
 G  R00595
 G  R00596
 L  R00597
 E  R00598
 G  R00599
 G  R00600
 G  R00601
 L  R00602
 E  R00603
 G  R00604
 G  R00605
 G  R00606
 L  R00607
 E  R00608
 G  R00609
 G  R00610
 G  R00611
 L  R00612
 E  R00613
 G  R00614
 G  R00615
 G  R00616
 L  R00617
 E  R00618
 G  R00619
 G  R00620
 G  R00621
 L  R00622
 E  R00623
 G  R00624
 G  R00625
 G  R00626
 L  R00627
 E  R00628
 G  R00629
 G  R00630
 G  R00631
 L  R00632
 E  R00633
 G  R00634
 G  R00635
 G  R00636
 L  R00637
 E  R00638
 G  R00639
 G  R00640
 G  R00641
 L  R00642
 E  R00643
 G  R00644
 G  R00645
 G  R00646
 L  R00647
 E  R00648
 G  R00649
 G  R00650
 G  R00651
 L  R00652
 E  R00653
 G  R00654
 G  R00655
 G  R00656
 L  R00657
 E  R00658
 G  R00659
 G  R00660
 G  R00661
 L  R00662
 E  R00663
 G  R00664
 G  R00665
 G  R00666
 L  R00667
 E  R00668
 G  R00669
 G  R00670
 G  R00671
 L  R00672
 E  R00673
 G  R00674
 G  R00675
 G  R00676
 L  R00677
 E  R00678
 G  R00679
 G  R00680
 G  R00681
 L  R00682
 E  R00683
 G  R00684
 G  R00685
 G  R00686
 L  R00687
 E  R00688
 G  R00689
 G  R00690
 G  R00691
 L  R00692
 E  R00693
 G  R00694
 G  R00695
 G  R00696
 L  R00697
 E  R00698
 G  R00699
 G  R00700
 G  R00701
 L  R00702
 E  R00703
 G  R00704
 G  R00705
 G  R00706
 L  R00707
 E  R00708
 G  R00709
 G  R00710
 G  R00711
 L  R00712
 E  R00713
 G  R00714
 G  R00715
 G  R00716
 L  R00717
 E  R00718
 G  R00719
 G  R00720
 G  R00721
 L  R00722
 E  R00723
 G  R00724
 G  R00725
 G  R00726
 L  R00727
 E  R00728
 G  R00729
 G  R00730
 G  R00731
 L  R00732
 E  R00733
 G  R00734
 G  R00735
 G  R00736
 L  R00737
 E  R00738
 G  R00739
 G  R00740
 G  R00741
 L  R00742
 E  R00743
 G  R00744
 G  R00745
 G  R00746
 L  R00747
 E  R00748
 G  R00749
 G  R00750
 G  R00751
 L  R00752
 E  R00753
 G  R00754
 G  R00755
 G  R00756
 L  R00757
 E  R00758
 G  R00759
 G  R00760
 G  R00761
 L  R00762
 E  R00763
 G  R00764
 G  R00765
 G  R00766
 L  R00767
 E  R00768
 G  R00769
 G  R00770
 G  R00771
 L  R00772
 E  R00773
 G  R00774
 G  R00775
 G  R00776
 L  R00777
 E  R00778
 G  R00779
 G  R00780
 G  R00781
 L  R00782
 E  R00783
 G  R00784
 G  R00785
 G  R00786
 L  R00787
 E  R00788
 G  R00789
 G  R00790
 G  R00791
 L  R00792
 E  R00793
 G  R00794
 G  R00795
 G  R00796
 L  R00797
 E  R00798
 G  R00799
 G  R00800
 G  R00801
 L  R00802
 E  R00803
 G  R00804
 G  R00805
 G  R00806
 L  R00807
 E  R00808
 G  R00809
 G  R00810
 G  R00811
 L  R00812
 E  R00813
 G  R00814
 G  R00815
 G  R00816
 L  R00817
 E  R00818
 G  R00819
 G  R00820
 G  R00821
 L  R00822
 E  R00823
 G  R00824
 G  R00825
 G  R00826
 L  R00827
 E  R00828
 G  R00829
 G  R00830
 G  R00831
 L  R00832
 E  R00833
 G  R00834
 G  R00835
 G  R00836
 L  R00837
 E  R00838
 G  R00839
 G  R00840
 G  R00841
 L  R00842
 E  R00843
 G  R00844
 G  R00845
 G  R00846
 L  R00847
 E  R00848
 G  R00849
 G  R00850
 G  R00851
 L  R00852
 E  R00853
 G  R00854
 G  R00855
 G  R00856
 L  R00857
 E  R00858
 G  R00859
 G  R00860
 G  R00861
 L  R00862
 E  R00863
 G  R00864
 G  R00865
 G  R00866
 L  R00867
 E  R00868
 G  R00869
 G  R00870
 G  R00871
 L  R00872
 E  R00873
 G  R00874
 G  R00875
 G  R00876
 L  R00877
 E  R00878
 G  R00879
 G  R00880
 G  R00881
 L  R00882
 E  R00883
 G  R00884
 G  R00885
 G  R00886
 L  R00887
 E  R00888
 G  R00889
 G  R00890
 G  R00891
 L  R00892
 E  R00893
 G  R00894
 G  R00895
 G  R00896
 L  R00897
 E  R00898
 G  R00899
 G  R00900
 G  R00901
 L  R00902
 E  R00903
 G  R00904
 G  R00905
 G  R00906
 L  R00907
 E  R00908
 G  R00909
 G  R00910
 G  R00911
 L  R00912
 E  R00913
 G  R00914
 G  R00915
 G  R00916
 L  R00917
 E  R00918
 G  R00919
 G  R00920
 G  R00921
 L  R00922
 E  R00923
 G  R00924
 G  R00925
 G  R00926
 L  R00927
 E  R00928
 G  R00929
 G  R00930
 G  R00931
 L  R00932
 E  R00933
 G  R00934
 G  R00935
 G  R00936
 L  R00937
 E  R00938
 G  R00939
 G  R00940
 G  R00941
 L  R00942
 E  R00943
 G  R00944
 G  R00945
 G  R00946
 L  R00947
 E  R00948
 G  R00949
 G  R00950
 G  R00951
 L  R00952
 E  R00953
 G  R00954
 G  R00955
 G  R00956
 L  R00957
 E  R00958
 G  R00959
 G  R00960
 G  R00961
 L  R00962
 E  R00963
 G  R00964
 G  R00965
 G  R00966
 L  R00967
 E  R00968
 G  R00969
 G  R00970
 G  R00971
 L  R00972
 E  R00973
 G  R00974
 G  R00975
 G  R00976
 L  R00977
 E  R00978
 G  R00979
 G  R00980
 G  R00981
 L  R00982
 E  R00983
 G  R00984
 G  R00985
 G  R00986
 L  R00987
 E  R00988
 G  R00989
 G  R00990
 G  R00991
 L  R00992
 E  R00993
 G  R00994
 G  R00995
 G  R00996
 L  R00997
 E  R00998
 G  R00999
 G  R01000
 G  R01001
 L  R01002
 E  R01003
 G  R01004
 G  R01005
 G  R01006
 L  R01007
 E  R01008
 G  R01009
 G  R01010
 G  R01011
 L  R01012
 E  R01013
 G  R01014
 G  R01015
 G  R01016
 L  R01017
 E  R01018
 G  R01019
 G  R01020
 G  R01021
 L  R01022
 E  R01023
 G  R01024
 G  R01025
 G  R01026
 L  R01027
 E  R01028
 G  R01029
 G  R01030
 G  R01031
 L  R01032
 E  R01033
 G  R01034
 G  R01035
 G  R01036
 L  R01037
 E  R01038
 G  R01039
 G  R01040
 G  R01041
 L  R01042
 E  R01043
 G  R01044
 G  R01045
 G  R01046
 L  R01047
 E  R01048
 G  R01049
 G  R01050
 G  R01051
 L  R01052
 E  R01053
 G  R01054
 G  R01055
 G  R01056
 L  R01057
 E  R01058
 G  R01059
 G  R01060
 G  R01061
 L  R01062
 E  R01063
 G  R01064
 G  R01065
 G  R01066
 L  R01067
 E  R01068
 G  R01069
 G  R01070
 G  R01071
 L  R01072
 E  R01073
 G  R01074
 G  R01075
 G  R01076
 L  R01077
 E  R01078
 G  R01079
 G  R01080
 G  R01081
 L  R01082
 E  R01083
 G  R01084
 G  R01085
 G  R01086
 L  R01087
 E  R01088
 G  R01089
 G  R01090
 G  R01091
 L  R01092
 E  R01093
 G  R01094
 G  R01095
 G  R01096
 L  R01097
 E  R01098
 G  R01099
 G  R01100
 G  R01101
 L  R01102
 E  R01103
 G  R01104
 G  R01105
 G  R01106
 L  R01107
 E  R01108
 G  R01109
 G  R01110
 G  R01111
 L  R01112
 E  R01113
 G  R01114
 G  R01115
 G  R01116
 L  R01117
 E  R01118
 G  R01119
 G  R01120
 G  R01121
 L  R01122
 E  R01123
 G  R01124
 G  R01125
 G  R01126
 L  R01127
 E  R01128
 G  R01129
 G  R01130
 G  R01131
 L  R01132
 E  R01133
 G  R01134
 G  R01135
 G  R01136
 L  R01137
 E  R01138
 G  R01139
 G  R01140
 G  R01141
 L  R01142
 E  R01143
 G  R01144
 G  R01145
 G  R01146
 L  R01147
 E  R01148
 G  R01149
 G  R01150
 G  R01151
 L  R01152
 E  R01153
 G  R01154
 G  R01155
 G  R01156
 L  R01157
 E  R01158
 G  R01159
 G  R01160
 G  R01161
 L  R01162
 E  R01163
 G  R01164
 G  R01165
 G  R01166
 L  R01167
 E  R01168
 G  R01169
 G  R01170
 G  R01171
 L  R01172
 E  R01173
 G  R01174
 G  R01175
 G  R01176
 L  R01177
 E  R01178
 G  R01179
 G  R01180
 G  R01181
 L  R01182
 E  R01183
 G  R01184
 G  R01185
 G  R01186
 L  R01187
 E  R01188
 G  R01189
 G  R01190
 G  R01191
 L  R01192
 E  R01193
 G  R01194
 G  R01195
 G  R01196
 L  R01197
 E  R01198
 G  R01199
 G  R01200
 G  R01201
 L  R01202
 E  R01203
 G  R01204
 G  R01205
 G  R01206
 L  R01207
 E  R01208
 G  R01209
 G  R01210
 G  R01211
 L  R01212
 E  R01213
 G  R01214
 G  R01215
 G  R01216
 L  R01217
 E  R01218
 G  R01219
 G  R01220
 G  R01221
 L  R01222
 E  R01223
 G  R01224
 G  R01225
 G  R01226
 L  R01227
 E  R01228
 G  R01229
 G  R01230
 G  R01231
 L  R01232
 E  R01233
 G  R01234
 G  R01235
 G  R01236
 L  R01237
 E  R01238
 G  R01239
 G  R01240
 G  R01241
 L  R01242
 E  R01243
 G  R01244
 G  R01245
 G  R01246
 L  R01247
 E  R01248
 G  R01249
 G  R01250
 G  R01251
 L  R01252
 E  R01253
 G  R01254
 G  R01255
 G  R01256
 L  R01257
 E  R01258
 G  R01259
 G  R01260
 G  R01261
 L  R01262
 E  R01263
 G  R01264
 G  R01265
 G  R01266
 L  R01267
 E  R01268
 G  R01269
 G  R01270
 G  R01271
 L  R01272
 E  R01273
 G  R01274
 G  R01275
 G  R01276
 L  R01277
 E  R01278
 G  R01279
 G  R01280
 G  R01281
 L  R01282
 E  R01283
 G  R01284
 G  R01285
 G  R01286
 L  R01287
 E  R01288
 G  R01289
 G  R01290
 G  R01291
 L  R01292
 E  R01293
 G  R01294
 G  R01295
 G  R01296
 L  R01297
 E  R01298
 G  R01299
 G  R01300
 G  R01301
 L  R01302
 E  R01303
 G  R01304
 G  R01305
 G  R01306
 L  R01307
 E  R01308
 G  R01309
 G  R01310
 G  R01311
 L  R01312
 E  R01313
 G  R01314
 G  R01315
 G  R01316
 L  R01317
 E  R01318
 G  R01319
 G  R01320
 G  R01321
 L  R01322
 E  R01323
 G  R01324
 G  R01325
 G  R01326
 L  R01327
 E  R01328
 G  R01329
 G  R01330
 G  R01331
 L  R01332
 E  R01333
 G  R01334
 G  R01335
 G  R01336
 L  R01337
 E  R01338
 G  R01339
 G  R01340
 G  R01341
 L  R01342
 E  R01343
COLUMNS
    X00000  R00000    1.
    X00000  R00384    1.
    X00000  R00385    1.
    X00000  R00386    -1.
    X00000  R00387    1.
    X00001  R00000    1.
    X00001  R00001    1.
    X00001  R00384    1.
    X00001  R00385    -1.
    X00001  R00386    1.
    X00001  R00387    1.
    X00001  R00388    1.
    X00002  R00002    1.
    X00002  R00389    1.
    X00002  R00390    1.
    X00002  R00391    -1.
    X00002  R00392    1.
    X00003  R00002    1.
    X00003  R00003    1.
    X00003  R00389    1.
    X00003  R00390    -1.
    X00003  R00391    1.
    X00003  R00392    1.
    X00003  R00393    1.
    X00004  R00004    1.
    X00004  R00394    1.
    X00004  R00395    1.
    X00004  R00396    -1.
    X00004  R00397    1.
    X00005  R00004    1.
    X00005  R00005    1.
    X00005  R00394    1.
    X00005  R00395    -1.
    X00005  R00396    1.
    X00005  R00397    1.
    X00005  R00398    1.
    X00006  R00006    1.
    X00006  R00399    1.
    X00006  R00400    1.
    X00006  R00401    -1.
    X00006  R00402    1.
    X00007  R00006    1.
    X00007  R00007    1.
    X00007  R00399    1.
    X00007  R00400    -1.
    X00007  R00401    1.
    X00007  R00402    1.
    X00007  R00403    1.
    X00008  R00008    1.
    X00008  R00404    1.
    X00008  R00405    1.
    X00008  R00406    -1.
    X00008  R00407    1.
    X00009  R00008    1.
    X00009  R00009    1.
    X00009  R00404    1.
    X00009  R00405    -1.
    X00009  R00406    1.
    X00009  R00407    1.
    X00009  R00408    1.
    X00010  R00010    1.
    X00010  R00409    1.
    X00010  R00410    1.
    X00010  R00411    -1.
    X00010  R00412    1.
    X00011  R00010    1.
    X00011  R00011    1.
    X00011  R00409    1.
    X00011  R00410    -1.
    X00011  R00411    1.
    X00011  R00412    1.
    X00011  R00413    1.
    X00012  R00012    1.
    X00012  R00414    1.
    X00012  R00415    1.
    X00012  R00416    -1.
    X00012  R00417    1.
    X00013  R00012    1.
    X00013  R00013    1.
    X00013  R00414    1.
    X00013  R00415    -1.
    X00013  R00416    1.
    X00013  R00417    1.
    X00013  R00418    1.
    X00014  R00014    1.
    X00014  R00419    1.
    X00014  R00420    1.
    X00014  R00421    -1.
    X00014  R00422    1.
    X00015  R00014    1.
    X00015  R00015    1.
    X00015  R00419    1.
    X00015  R00420    -1.
    X00015  R00421    1.
    X00015  R00422    1.
    X00015  R00423    1.
    X00016  R00016    1.
    X00016  R00424    1.
    X00016  R00425    1.
    X00016  R00426    -1.
    X00016  R00427    1.
    X00017  R00016    1.
    X00017  R00017    1.
    X00017  R00424    1.
    X00017  R00425    -1.
    X00017  R00426    1.
    X00017  R00427    1.
    X00017  R00428    1.
    X00018  R00018    1.
    X00018  R00429    1.
    X00018  R00430    1.
    X00018  R00431    -1.
    X00018  R00432    1.
    X00019  R00018    1.
    X00019  R00019    1.
    X00019  R00429    1.
    X00019  R00430    -1.
    X00019  R00431    1.
    X00019  R00432    1.
    X00019  R00433    1.
    X00020  R00020    1.
    X00020  R00434    1.
    X00020  R00435    1.
    X00020  R00436    -1.
    X00020  R00437    1.
    X00021  R00020    1.
    X00021  R00021    1.
    X00021  R00434    1.
    X00021  R00435    -1.
    X00021  R00436    1.
    X00021  R00437    1.
    X00021  R00438    1.
    X00022  R00022    1.
    X00022  R00439    1.
    X00022  R00440    1.
    X00022  R00441    -1.
    X00022  R00442    1.
    X00023  R00022    1.
    X00023  R00023    1.
    X00023  R00439    1.
    X00023  R00440    -1.
    X00023  R00441    1.
    X00023  R00442    1.
    X00023  R00443    1.
    X00024  R00024    1.
    X00024  R00444    1.
    X00024  R00445    1.
    X00024  R00446    -1.
    X00024  R00447    1.
    X00025  R00024    1.
    X00025  R00025    1.
    X00025  R00444    1.
    X00025  R00445    -1.
    X00025  R00446    1.
    X00025  R00447    1.
    X00025  R00448    1.
    X00026  R00026    1.
    X00026  R00449    1.
    X00026  R00450    1.
    X00026  R00451    -1.
    X00026  R00452    1.
    X00027  R00026    1.
    X00027  R00027    1.
    X00027  R00449    1.
    X00027  R00450    -1.
    X00027  R00451    1.
    X00027  R00452    1.
    X00027  R00453    1.
    X00028  R00028    1.
    X00028  R00454    1.
    X00028  R00455    1.
    X00028  R00456    -1.
    X00028  R00457    1.
    X00029  R00028    1.
    X00029  R00029    1.
    X00029  R00454    1.
    X00029  R00455    -1.
    X00029  R00456    1.
    X00029  R00457    1.
    X00029  R00458    1.
    X00030  R00030    1.
    X00030  R00459    1.
    X00030  R00460    1.
    X00030  R00461    -1.
    X00030  R00462    1.
    X00031  R00030    1.
    X00031  R00031    1.
    X00031  R00459    1.
    X00031  R00460    -1.
    X00031  R00461    1.
    X00031  R00462    1.
    X00031  R00463    1.
    X00032  R00032    1.
    X00032  R00464    1.
    X00032  R00465    1.
    X00032  R00466    -1.
    X00032  R00467    1.
    X00033  R00032    1.
    X00033  R00033    1.
    X00033  R00464    1.
    X00033  R00465    -1.
    X00033  R00466    1.
    X00033  R00467    1.
    X00033  R00468    1.
    X00034  R00034    1.
    X00034  R00469    1.
    X00034  R00470    1.
    X00034  R00471    -1.
    X00034  R00472    1.
    X00035  R00034    1.
    X00035  R00035    1.
    X00035  R00469    1.
    X00035  R00470    -1.
    X00035  R00471    1.
    X00035  R00472    1.
    X00035  R00473    1.
    X00036  R00036    1.
    X00036  R00474    1.
    X00036  R00475    1.
    X00036  R00476    -1.
    X00036  R00477    1.
    X00037  R00036    1.
    X00037  R00037    1.
    X00037  R00474    1.
    X00037  R00475    -1.
    X00037  R00476    1.
    X00037  R00477    1.
    X00037  R00478    1.
    X00038  R00038    1.
    X00038  R00479    1.
    X00038  R00480    1.
    X00038  R00481    -1.
    X00038  R00482    1.
    X00039  R00038    1.
    X00039  R00039    1.
    X00039  R00479    1.
    X00039  R00480    -1.
    X00039  R00481    1.
    X00039  R00482    1.
    X00039  R00483    1.
    X00040  R00040    1.
    X00040  R00484    1.
    X00040  R00485    1.
    X00040  R00486    -1.
    X00040  R00487    1.
    X00041  R00040    1.
    X00041  R00041    1.
    X00041  R00484    1.
    X00041  R00485    -1.
    X00041  R00486    1.
    X00041  R00487    1.
    X00041  R00488    1.
    X00042  R00042    1.
    X00042  R00489    1.
    X00042  R00490    1.
    X00042  R00491    -1.
    X00042  R00492    1.
    X00043  R00042    1.
    X00043  R00043    1.
    X00043  R00489    1.
    X00043  R00490    -1.
    X00043  R00491    1.
    X00043  R00492    1.
    X00043  R00493    1.
    X00044  R00044    1.
    X00044  R00494    1.
    X00044  R00495    1.
    X00044  R00496    -1.
    X00044  R00497    1.
    X00045  R00044    1.
    X00045  R00045    1.
    X00045  R00494    1.
    X00045  R00495    -1.
    X00045  R00496    1.
    X00045  R00497    1.
    X00045  R00498    1.
    X00046  R00046    1.
    X00046  R00499    1.
    X00046  R00500    1.
    X00046  R00501    -1.
    X00046  R00502    1.
    X00047  R00046    1.
    X00047  R00047    1.
    X00047  R00499    1.
    X00047  R00500    -1.
    X00047  R00501    1.
    X00047  R00502    1.
    X00047  R00503    1.
    X00048  R00048    1.
    X00048  R00504    1.
    X00048  R00505    1.
    X00048  R00506    -1.
    X00048  R00507    1.
    X00049  R00048    1.
    X00049  R00049    1.
    X00049  R00504    1.
    X00049  R00505    -1.
    X00049  R00506    1.
    X00049  R00507    1.
    X00049  R00508    1.
    X00050  R00050    1.
    X00050  R00509    1.
    X00050  R00510    1.
    X00050  R00511    -1.
    X00050  R00512    1.
    X00051  R00050    1.
    X00051  R00051    1.
    X00051  R00509    1.
    X00051  R00510    -1.
    X00051  R00511    1.
    X00051  R00512    1.
    X00051  R00513    1.
    X00052  R00052    1.
    X00052  R00514    1.
    X00052  R00515    1.
    X00052  R00516    -1.
    X00052  R00517    1.
    X00053  R00052    1.
    X00053  R00053    1.
    X00053  R00514    1.
    X00053  R00515    -1.
    X00053  R00516    1.
    X00053  R00517    1.
    X00053  R00518    1.
    X00054  R00054    1.
    X00054  R00519    1.
    X00054  R00520    1.
    X00054  R00521    -1.
    X00054  R00522    1.
    X00055  R00054    1.
    X00055  R00055    1.
    X00055  R00519    1.
    X00055  R00520    -1.
    X00055  R00521    1.
    X00055  R00522    1.
    X00055  R00523    1.
    X00056  R00056    1.
    X00056  R00524    1.
    X00056  R00525    1.
    X00056  R00526    -1.
    X00056  R00527    1.
    X00057  R00056    1.
    X00057  R00057    1.
    X00057  R00524    1.
    X00057  R00525    -1.
    X00057  R00526    1.
    X00057  R00527    1.
    X00057  R00528    1.
    X00058  R00058    1.
    X00058  R00529    1.
    X00058  R00530    1.
    X00058  R00531    -1.
    X00058  R00532    1.
    X00059  R00058    1.
    X00059  R00059    1.
    X00059  R00529    1.
    X00059  R00530    -1.
    X00059  R00531    1.
    X00059  R00532    1.
    X00059  R00533    1.
    X00060  R00060    1.
    X00060  R00534    1.
    X00060  R00535    1.
    X00060  R00536    -1.
    X00060  R00537    1.
    X00061  R00060    1.
    X00061  R00061    1.
    X00061  R00534    1.
    X00061  R00535    -1.
    X00061  R00536    1.
    X00061  R00537    1.
    X00061  R00538    1.
    X00062  R00062    1.
    X00062  R00539    1.
