NAME          Proxy
 E  R00196
 E  R00197
 E  R00198
 E  R00199
 E  R00200
 E  R00201
 E  R00202
 E  R00203
 E  R00204
 E  R00205
 E  R00206
 E  R00207
 E  R00208
 E  R00209
 E  R00210
 E  R00211
 E  R00212
 E  R00213
 E  R00214
 E  R00215
 E  R00216
 E  R00217
 E  R00218
 E  R00219
 E  R00220
 E  R00221
 E  R00222
 E  R00223
 E  R00224
 E  R00225
 E  R00226
 E  R00227
 E  R00228
 E  R00229
 E  R00230
 E  R00231
 E  R00232
 E  R00233
 E  R00234
 E  R00235
 E  R00236
 E  R00237
 E  R00238
 E  R00239
 E  R00240
 E  R00241
 E  R00242
 E  R00243
 E  R00244
 E  R00245
 E  R00246
 E  R00247
 E  R00248
 E  R00249
 E  R00250
 E  R00251
 E  R00252
 E  R00253
 E  R00254
 E  R00255
 E  R00256
 E  R00257
 E  R00258
 E  R00259
 E  R00260
 E  R00261
 E  R00262
 E  R00263
 E  R00264
 E  R00265
 E  R00266
 E  R00267
 E  R00268
 E  R00269
 E  R00270
 E  R00271
 E  R00272
 E  R00273
 E  R00274
 E  R00275
 E  R00276
 E  R00277
 E  R00278
 E  R00279
 E  R00280
 E  R00281
 E  R00282
 E  R00283
 E  R00284
 E  R00285
 E  R00286
 E  R00287
 G  R00288
 G  R00289
 G  R00290
 L  R00291
 G  R00292
 G  R00293
 G  R00294
 L  R00295
 G  R00296
 G  R00297
 G  R00298
 L  R00299
 G  R00300
 G  R00301
 G  R00302
 L  R00303
 G  R00304
 G  R00305
 G  R00306
 L  R00307
 G  R00308
 G  R00309
 G  R00310
 L  R00311
 G  R00312
 G  R00313
 G  R00314
 L  R00315
 G  R00316
 G  R00317
 G  R00318
 L  R00319
 G  R00320
 G  R00321
 G  R00322
 L  R00323
 G  R00324
 G  R00325
 G  R00326
 L  R00327
 G  R00328
 G  R00329
 G  R00330
 L  R00331
 G  R00332
 G  R00333
 G  R00334
 L  R00335
 G  R00336
 G  R00337
 G  R00338
 L  R00339
 G  R00340
 G  R00341
 G  R00342
 L  R00343
 G  R00344
 G  R00345
 G  R00346
 L  R00347
 G  R00348
 G  R00349
 G  R00350
 L  R00351
 G  R00352
 G  R00353
 G  R00354
 L  R00355
 G  R00356
 G  R00357
 G  R00358
 L  R00359
 G  R00360
 G  R00361
 G  R00362
 L  R00363
 G  R00364
 G  R00365
 G  R00366
 L  R00367
 G  R00368
 G  R00369
 G  R00370
 L  R00371
 G  R00372
 G  R00373
 G  R00374
 L  R00375
 G  R00376
 G  R00377
 G  R00378
 L  R00379
 G  R00380
 G  R00381
 G  R00382
 L  R00383
 G  R00384
 G  R00385
 G  R00386
 L  R00387
 G  R00388
 G  R00389
 G  R00390
 L  R00391
 G  R00392
 G  R00393
 G  R00394
 L  R00395
 G  R00396
 G  R00397
 G  R00398
 L  R00399
 G  R00400
 G  R00401
 G  R00402
 L  R00403
 G  R00404
 G  R00405
 G  R00406
 L  R00407
 G  R00408
 G  R00409
 G  R00410
 L  R00411
 G  R00412
 G  R00413
 G  R00414
 L  R00415
 G  R00416
 G  R00417
 G  R00418
 L  R00419
 G  R00420
 G  R00421
 G  R00422
 L  R00423
 G  R00424
 G  R00425
 G  R00426
 L  R00427
 G  R00428
 G  R00429
 G  R00430
 L  R00431
 G  R00432
 G  R00433
 G  R00434
 L  R00435
 G  R00436
 G  R00437
 G  R00438
 L  R00439
 G  R00440
 G  R00441
 G  R00442
 L  R00443
 G  R00444
 G  R00445
 G  R00446
 L  R00447
 G  R00448
 G  R00449
 G  R00450
 L  R00451
 G  R00452
 G  R00453
 G  R00454
 L  R00455
 G  R00456
 G  R00457
 G  R00458
 L  R00459
 G  R00460
 G  R00461
 G  R00462
 L  R00463
 G  R00464
 G  R00465
 G  R00466
 L  R00467
 G  R00468
 G  R00469
 G  R00470
 L  R00471
 G  R00472
 G  R00473
 G  R00474
 L  R00475
 G  R00476
 G  R00477
 G  R00478
 L  R00479
 G  R00480
 G  R00481
 G  R00482
 L  R00483
 G  R00484
 G  R00485
 G  R00486
 L  R00487
 G  R00488
 G  R00489
 G  R00490
 L  R00491
 G  R00492
 G  R00493
 G  R00494
 L  R00495
 G  R00496
 G  R00497
 G  R00498
 L  R00499
 G  R00500
 G  R00501
 G  R00502
 L  R00503
 G  R00504
 G  R00505
 G  R00506
 L  R00507
 G  R00508
 G  R00509
 G  R00510
 L  R00511
 G  R00512
 G  R00513
 G  R00514
 L  R00515
 G  R00516
 G  R00517
 G  R00518
 L  R00519
 G  R00520
 G  R00521
 G  R00522
 L  R00523
 G  R00524
 G  R00525
 G  R00526
 L  R00527
 G  R00528
 G  R00529
 G  R00530
 L  R00531
 G  R00532
 G  R00533
 G  R00534
 L  R00535
 G  R00536
 G  R00537
 G  R00538
 L  R00539
 G  R00540
 G  R00541
 G  R00542
 L  R00543
 G  R00544
 G  R00545
 G  R00546
 L  R00547
 G  R00548
 G  R00549
 G  R00550
 L  R00551
 G  R00552
 G  R00553
 G  R00554
 L  R00555
 G  R00556
 G  R00557
 G  R00558
 L  R00559
 G  R00560
 G  R00561
 G  R00562
 L  R00563
 G  R00564
 G  R00565
 G  R00566
 L  R00567
 G  R00568
 G  R00569
 G  R00570
 L  R00571
 G  R00572
 G  R00573
 G  R00574
 L  R00575
 G  R00576
 G  R00577
 G  R00578
 L  R00579
 G  R00580
 G  R00581
 G  R00582
 L  R00583
 G  R00584
 G  R00585
 G  R00586
 L  R00587
 G  R00588
 G  R00589
 G  R00590
 L  R00591
 G  R00592
 G  R00593
 G  R00594
 L  R00595
 G  R00596
 G  R00597
 G  R00598
 L  R00599
 G  R00600
 G  R00601
 G  R00602
 L  R00603
 G  R00604
 G  R00605
 G  R00606
 L  R00607
 G  R00608
 G  R00609
 G  R00610
 L  R00611
 G  R00612
 G  R00613
 G  R00614
 L  R00615
 G  R00616
 G  R00617
 G  R00618
 L  R00619
 G  R00620
 G  R00621
 G  R00622
 L  R00623
 G  R00624
 G  R00625
 G  R00626
 L  R00627
 G  R00628
 G  R00629
 G  R00630
 L  R00631
 G  R00632
 G  R00633
 G  R00634
 L  R00635
 G  R00636
 G  R00637
 G  R00638
 L  R00639
 G  R00640
 G  R00641
 G  R00642
 L  R00643
 G  R00644
 G  R00645
 G  R00646
 L  R00647
 G  R00648
 G  R00649
 G  R00650
 L  R00651
 G  R00652
 G  R00653
 G  R00654
 L  R00655
 G  R00656
 G  R00657
 G  R00658
 L  R00659
 G  R00660
 G  R00661
 G  R00662
 L  R00663
 G  R00664
 G  R00665
 G  R00666
 L  R00667
 G  R00668
 G  R00669
 G  R00670
 L  R00671
 G  R00672
 G  R00673
 G  R00674
 L  R00675
 G  R00676
 G  R00677
 G  R00678
 L  R00679
 G  R00680
 G  R00681
 G  R00682
 L  R00683
 G  R00684
 G  R00685
 G  R00686
 L  R00687
 G  R00688
 G  R00689
 G  R00690
 L  R00691
 G  R00692
 G  R00693
 G  R00694
 L  R00695
 G  R00696
 G  R00697
 G  R00698
 L  R00699
 G  R00700
 G  R00701
 G  R00702
 L  R00703
 G  R00704
 G  R00705
 G  R00706
 L  R00707
 G  R00708
 G  R00709
 G  R00710
 L  R00711
 G  R00712
 G  R00713
 G  R00714
 L  R00715
 G  R00716
 G  R00717
 G  R00718
 L  R00719
 G  R00720
 G  R00721
 G  R00722
 L  R00723
 G  R00724
 G  R00725
 G  R00726
 L  R00727
 G  R00728
 G  R00729
 G  R00730
 L  R00731
 G  R00732
 G  R00733
 G  R00734
 L  R00735
 G  R00736
 G  R00737
 G  R00738
 L  R00739
 G  R00740
 G  R00741
 G  R00742
 L  R00743
 G  R00744
 G  R00745
 G  R00746
 L  R00747
 G  R00748
 G  R00749
 G  R00750
 L  R00751
 G  R00752
 G  R00753
 G  R00754
 L  R00755
 G  R00756
 G  R00757
 G  R00758
 L  R00759
 G  R00760
 G  R00761
 G  R00762
 L  R00763
 G  R00764
 G  R00765
 G  R00766
 L  R00767
 G  R00768
 G  R00769
 G  R00770
 L  R00771
 G  R00772
 G  R00773
 G  R00774
 L  R00775
 G  R00776
 G  R00777
 G  R00778
 L  R00779
 G  R00780
 G  R00781
 G  R00782
 L  R00783
 G  R00784
 G  R00785
 G  R00786
 L  R00787
 G  R00788
 G  R00789
 G  R00790
 L  R00791
 G  R00792
 G  R00793
 G  R00794
 L  R00795
 G  R00796
 G  R00797
 G  R00798
 L  R00799
 G  R00800
 G  R00801
 G  R00802
 L  R00803
 G  R00804
 G  R00805
 G  R00806
 L  R00807
 G  R00808
 G  R00809
 G  R00810
 L  R00811
 G  R00812
 G  R00813
 G  R00814
 L  R00815
 G  R00816
 G  R00817
 G  R00818
 L  R00819
 G  R00820
 G  R00821
 G  R00822
 L  R00823
 G  R00824
 G  R00825
 G  R00826
 L  R00827
 G  R00828
 G  R00829
 G  R00830
 L  R00831
 G  R00832
 G  R00833
 G  R00834
 L  R00835
 G  R00836
 G  R00837
 G  R00838
 L  R00839
 G  R00840
 G  R00841
 G  R00842
 L  R00843
 G  R00844
 G  R00845
 G  R00846
 L  R00847
 G  R00848
 G  R00849
 G  R00850
 L  R00851
 G  R00852
 G  R00853
 G  R00854
 L  R00855
 G  R00856
 G  R00857
 G  R00858
 L  R00859
 G  R00860
 G  R00861
 G  R00862
 L  R00863
 G  R00864
 G  R00865
 G  R00866
 L  R00867
 G  R00868
 G  R00869
 G  R00870
 L  R00871
 G  R00872
 G  R00873
 G  R00874
 L  R00875
 G  R00876
 G  R00877
 G  R00878
 L  R00879
 G  R00880
 G  R00881
 G  R00882
 L  R00883
 G  R00884
 G  R00885
 G  R00886
 L  R00887
 G  R00888
 G  R00889
 G  R00890
 L  R00891
 G  R00892
 G  R00893
 G  R00894
 L  R00895
 G  R00896
 G  R00897
 G  R00898
 L  R00899
 G  R00900
 G  R00901
 G  R00902
 L  R00903
 G  R00904
 G  R00905
 G  R00906
 L  R00907
 G  R00908
 G  R00909
 G  R00910
 L  R00911
 G  R00912
 G  R00913
 G  R00914
 L  R00915
 G  R00916
 G  R00917
 G  R00918
 L  R00919
 G  R00920
 G  R00921
 G  R00922
 L  R00923
 G  R00924
 G  R00925
 G  R00926
 L  R00927
 G  R00928
 G  R00929
 G  R00930
 L  R00931
 G  R00932
 G  R00933
 G  R00934
 L  R00935
 G  R00936
 G  R00937
 G  R00938
 L  R00939
 G  R00940
 G  R00941
 G  R00942
 L  R00943
 G  R00944
 G  R00945
 G  R00946
 L  R00947
 G  R00948
 G  R00949
 G  R00950
 L  R00951
 G  R00952
 G  R00953
 G  R00954
 L  R00955
 G  R00956
 G  R00957
 G  R00958
 L  R00959
 G  R00960
 G  R00961
 G  R00962
 L  R00963
 G  R00964
 G  R00965
 G  R00966
 L  R00967
 G  R00968
 G  R00969
 G  R00970
 L  R00971
 G  R00972
 G  R00973
 G  R00974
 L  R00975
 G  R00976
 G  R00977
 G  R00978
 L  R00979
 G  R00980
 G  R00981
 G  R00982
 L  R00983
 G  R00984
 G  R00985
 G  R00986
 L  R00987
 G  R00988
 G  R00989
 G  R00990
 L  R00991
 G  R00992
 G  R00993
 G  R00994
 L  R00995
 G  R00996
 G  R00997
 G  R00998
 L  R00999
 G  R01000
 G  R01001
 G  R01002
 L  R01003
 G  R01004
 G  R01005
 G  R01006
 L  R01007
 G  R01008
 G  R01009
 G  R01010
 L  R01011
 G  R01012
 G  R01013
 G  R01014
 L  R01015
 G  R01016
 G  R01017
 G  R01018
 L  R01019
 G  R01020
 G  R01021
 G  R01022
 L  R01023
 G  R01024
 G  R01025
 G  R01026
 L  R01027
 G  R01028
 G  R01029
 G  R01030
 L  R01031
 G  R01032
 G  R01033
 G  R01034
 L  R01035
 G  R01036
 G  R01037
 G  R01038
 L  R01039
 G  R01040
 G  R01041
 G  R01042
 L  R01043
 G  R01044
 G  R01045
 G  R01046
 L  R01047
 G  R01048
 G  R01049
 G  R01050
 L  R01051
 G  R01052
 G  R01053
 G  R01054
 L  R01055
 G  R01056
 G  R01057
 G  R01058
 L  R01059
 G  R01060
 G  R01061
 G  R01062
 L  R01063
 G  R01064
 G  R01065
 G  R01066
 L  R01067
 G  R01068
 G  R01069
 G  R01070
 L  R01071
 G  R01072
 G  R01073
 G  R01074
 L  R01075
 G  R01076
 G  R01077
 G  R01078
 L  R01079
 G  R01080
 G  R01081
 G  R01082
 L  R01083
 G  R01084
 G  R01085
 G  R01086
 L  R01087
 G  R01088
 G  R01089
 G  R01090
 L  R01091
 G  R01092
 G  R01093
 G  R01094
 L  R01095
 G  R01096
 G  R01097
 G  R01098
 L  R01099
 G  R01100
 G  R01101
 G  R01102
 L  R01103
 G  R01104
 G  R01105
 G  R01106
 L  R01107
 G  R01108
 G  R01109
 G  R01110
 L  R01111
 G  R01112
 G  R01113
 G  R01114
 L  R01115
 G  R01116
 G  R01117
 G  R01118
 L  R01119
 G  R01120
 G  R01121
 G  R01122
 L  R01123
 G  R01124
 G  R01125
 G  R01126
 L  R01127
 G  R01128
 G  R01129
 G  R01130
 L  R01131
 G  R01132
 G  R01133
 G  R01134
 L  R01135
 G  R01136
 G  R01137
 G  R01138
 L  R01139
 G  R01140
 G  R01141
 G  R01142
 L  R01143
 G  R01144
 G  R01145
 G  R01146
 L  R01147
 G  R01148
 G  R01149
 G  R01150
 L  R01151
 G  R01152
 G  R01153
 G  R01154
 L  R01155
 G  R01156
 G  R01157
 G  R01158
 L  R01159
 G  R01160
 G  R01161
 G  R01162
 L  R01163
 G  R01164
 G  R01165
 G  R01166
 L  R01167
 G  R01168
 G  R01169
 G  R01170
 L  R01171
 G  R01172
 G  R01173
 G  R01174
 L  R01175
 G  R01176
 G  R01177
 G  R01178
 L  R01179
 G  R01180
 G  R01181
 G  R01182
 L  R01183
 G  R01184
 G  R01185
 G  R01186
 L  R01187
 G  R01188
 G  R01189
 G  R01190
 L  R01191
 G  R01192
 G  R01193
 G  R01194
 L  R01195
 G  R01196
 G  R01197
 G  R01198
 L  R01199
 G  R01200
 G  R01201
 G  R01202
 L  R01203
 G  R01204
 G  R01205
 G  R01206
 L  R01207
 G  R01208
 G  R01209
 G  R01210
 L  R01211
 G  R01212
 G  R01213
 G  R01214
 L  R01215
 G  R01216
 G  R01217
 G  R01218
 L  R01219
 G  R01220
 G  R01221
 G  R01222
 L  R01223
 G  R01224
 G  R01225
 G  R01226
 L  R01227
 G  R01228
 G  R01229
 G  R01230
 L  R01231
 G  R01232
 G  R01233
 G  R01234
 L  R01235
 G  R01236
 G  R01237
 G  R01238
 L  R01239
 G  R01240
 G  R01241
 G  R01242
 L  R01243
 G  R01244
 G  R01245
 G  R01246
 L  R01247
 G  R01248
 G  R01249
 G  R01250
 L  R01251
 G  R01252
 G  R01253
 G  R01254
 L  R01255
 G  R01256
 G  R01257
 G  R01258
 L  R01259
 G  R01260
 G  R01261
 G  R01262
 L  R01263
 G  R01264
 G  R01265
 G  R01266
 L  R01267
 G  R01268
 G  R01269
 G  R01270
 L  R01271
 G  R01272
 G  R01273
 G  R01274
 L  R01275
 G  R01276
 G  R01277
 G  R01278
 L  R01279
 G  R01280
 G  R01281
 G  R01282
 L  R01283
 G  R01284
 G  R01285
 G  R01286
 L  R01287
 G  R01288
 G  R01289
 G  R01290
 L  R01291
 G  R01292
 G  R01293
 G  R01294
 L  R01295
 G  R01296
 G  R01297
 G  R01298
 L  R01299
 G  R01300
 G  R01301
 G  R01302
 L  R01303
 G  R01304
 G  R01305
 G  R01306
 L  R01307
 G  R01308
 G  R01309
 G  R01310
 L  R01311
 G  R01312
 G  R01313
 G  R01314
 L  R01315
 G  R01316
 G  R01317
 G  R01318
 L  R01319
 G  R01320
 G  R01321
 G  R01322
 L  R01323
 G  R01324
 G  R01325
 G  R01326
 L  R01327
 G  R01328
 G  R01329
 G  R01330
 L  R01331
 G  R01332
 G  R01333
 G  R01334
 L  R01335
 G  R01336
 G  R01337
 G  R01338
 L  R01339
 G  R01340
 G  R01341
 G  R01342
 L  R01343
 G  R01344
 G  R01345
 G  R01346
 L  R01347
 G  R01348
 G  R01349
 G  R01350
 L  R01351
 G  R01352
 G  R01353
 G  R01354
 L  R01355
 G  R01356
 G  R01357
 G  R01358
 L  R01359
COLUMNS
    X00000  R00000    1.
    X00000  R00161    1.
    X00000  R00196    1.
    X00000  R00288    1.
    X00000  R00289    1.
    X00000  R00290    -1.
    X00000  R00291    1.
    X00000  R00932    1.
    X00000  R00933    1.
    X00000  R00934    -1.
    X00000  R00935    1.
    X00000  R01072    1.
    X00000  R01073    1.
    X00000  R01074    -1.
    X00000  R01075    1.
    X00001  R00001    1.
    X00001  R00162    1.
    X00001  R00197    1.
    X00001  R00292    1.
    X00001  R00293    1.
    X00001  R00294    -1.
    X00001  R00295    1.
    X00001  R00936    1.
    X00001  R00937    1.
    X00001  R00938    -1.
    X00001  R00939    1.
    X00001  R01076    1.
    X00001  R01077    1.
    X00001  R01078    -1.
    X00001  R01079    1.
    X00002  R00002    1.
    X00002  R00163    1.
    X00002  R00198    1.
    X00002  R00296    1.
    X00002  R00297    1.
    X00002  R00298    -1.
    X00002  R00299    1.
    X00002  R00940    1.
    X00002  R00941    1.
    X00002  R00942    -1.
    X00002  R00943    1.
    X00002  R01080    1.
    X00002  R01081    1.
    X00002  R01082    -1.
    X00002  R01083    1.
    X00003  R00003    1.
    X00003  R00199    1.
    X00003  R00264    1.
    X00003  R00300    1.
    X00003  R00301    1.
    X00003  R00302    -1.
    X00003  R00303    1.
    X00003  R01084    1.
    X00003  R01085    1.
    X00003  R01086    -1.
    X00003  R01087    1.
    X00003  R01344    1.
    X00003  R01345    1.
    X00003  R01346    -1.
    X00003  R01347    1.
    X00004  R00004    1.
    X00004  R00163    1.
    X00004  R00304    1.
    X00004  R00305    1.
    X00004  R00306    -1.
    X00004  R00307    1.
    X00004  R00940    1.
    X00004  R00941    -1.
    X00004  R00942    1.
    X00004  R00943    1.
    X00005  R00005    1.
    X00005  R00162    1.
    X00005  R00199    1.
    X00005  R00308    1.
    X00005  R00309    1.
    X00005  R00310    -1.
    X00005  R00311    1.
    X00005  R00936    1.
    X00005  R00937    -1.
    X00005  R00938    1.
    X00005  R00939    1.
    X00005  R01084    1.
    X00005  R01085    -1.
    X00005  R01086    1.
    X00005  R01087    1.
    X00006  R00006    1.
    X00006  R00161    1.
    X00006  R00198    1.
    X00006  R00312    1.
    X00006  R00313    1.
    X00006  R00314    -1.
    X00006  R00315    1.
    X00006  R00932    1.
    X00006  R00933    -1.
    X00006  R00934    1.
    X00006  R00935    1.
    X00006  R01080    1.
    X00006  R01081    -1.
    X00006  R01082    1.
    X00006  R01083    1.
    X00007  R00007    1.
    X00007  R00164    1.
    X00007  R00197    1.
    X00007  R00316    1.
    X00007  R00317    1.
    X00007  R00318    -1.
    X00007  R00319    1.
    X00007  R00944    1.
    X00007  R00945    1.
    X00007  R00946    -1.
    X00007  R00947    1.
    X00007  R01076    1.
    X00007  R01077    -1.
    X00007  R01078    1.
    X00007  R01079    1.
    X00008  R00008    1.
    X00008  R00165    1.
    X00008  R00196    1.
    X00008  R00207    1.
    X00008  R00320    1.
    X00008  R00321    1.
    X00008  R00322    -1.
    X00008  R00323    1.
    X00008  R00948    1.
    X00008  R00949    1.
    X00008  R00950    -1.
    X00008  R00951    1.
    X00008  R01072    1.
    X00008  R01073    -1.
    X00008  R01074    1.
    X00008  R01075    1.
    X00008  R01116    1.
    X00008  R01117    1.
    X00008  R01118    -1.
    X00008  R01119    1.
    X00009  R00009    1.
    X00009  R00166    1.
    X00009  R00208    1.
    X00009  R00324    1.
    X00009  R00325    1.
    X00009  R00326    -1.
    X00009  R00327    1.
    X00009  R00952    1.
    X00009  R00953    1.
    X00009  R00954    -1.
    X00009  R00955    1.
    X00009  R01120    1.
    X00009  R01121    1.
    X00009  R01122    -1.
    X00009  R01123    1.
    X00010  R00010    1.
    X00010  R00209    1.
    X00010  R00265    1.
    X00010  R00328    1.
    X00010  R00329    1.
    X00010  R00330    -1.
    X00010  R00331    1.
    X00010  R01124    1.
    X00010  R01125    1.
    X00010  R01126    -1.
    X00010  R01127    1.
    X00010  R01348    1.
    X00010  R01349    1.
    X00010  R01350    -1.
    X00010  R01351    1.
    X00011  R00011    1.
    X00011  R00166    1.
    X00011  R00210    1.
    X00011  R00332    1.
    X00011  R00333    1.
    X00011  R00334    -1.
    X00011  R00335    1.
    X00011  R00952    1.
    X00011  R00953    -1.
    X00011  R00954    1.
    X00011  R00955    1.
    X00011  R01128    1.
    X00011  R01129    1.
    X00011  R01130    -1.
    X00011  R01131    1.
    X00012  R00012    1.
    X00012  R00165    1.
    X00012  R00336    1.
    X00012  R00337    1.
    X00012  R00338    -1.
    X00012  R00339    1.
    X00012  R00948    1.
    X00012  R00949    -1.
    X00012  R00950    1.
    X00012  R00951    1.
    X00013  R00013    1.
    X00013  R00164    1.
    X00013  R00210    1.
    X00013  R00340    1.
    X00013  R00341    1.
    X00013  R00342    -1.
    X00013  R00343    1.
    X00013  R00944    1.
    X00013  R00945    -1.
    X00013  R00946    1.
    X00013  R00947    1.
    X00013  R01128    1.
    X00013  R01129    -1.
    X00013  R01130    1.
    X00013  R01131    1.
    X00014  R00014    1.
    X00014  R00167    1.
    X00014  R00209    1.
    X00014  R00344    1.
    X00014  R00345    1.
    X00014  R00346    -1.
    X00014  R00347    1.
    X00014  R00956    1.
    X00014  R00957    1.
    X00014  R00958    -1.
    X00014  R00959    1.
    X00014  R01124    1.
    X00014  R01125    -1.
    X00014  R01126    1.
    X00014  R01127    1.
    X00015  R00015    1.
    X00015  R00168    1.
    X00015  R00208    1.
    X00015  R00348    1.
    X00015  R00349    1.
    X00015  R00350    -1.
    X00015  R00351    1.
    X00015  R00960    1.
    X00015  R00961    1.
    X00015  R00962    -1.
    X00015  R00963    1.
    X00015  R01120    1.
    X00015  R01121    -1.
    X00015  R01122    1.
    X00015  R01123    1.
    X00016  R00016    1.
    X00016  R00169    1.
    X00016  R00207    1.
    X00016  R00352    1.
    X00016  R00353    1.
    X00016  R00354    -1.
    X00016  R00355    1.
    X00016  R00964    1.
    X00016  R00965    1.
    X00016  R00966    -1.
    X00016  R00967    1.
    X00016  R01116    1.
    X00016  R01117    -1.
    X00016  R01118    1.
    X00016  R01119    1.
    X00017  R00017    1.
    X00017  R00266    1.
    X00017  R00356    1.
    X00017  R00357    1.
    X00017  R00358    -1.
    X00017  R00359    1.
    X00017  R01352    1.
    X00017  R01353    1.
    X00017  R01354    -1.
    X00017  R01355    1.
    X00018  R00018    1.
    X00018  R00169    1.
    X00018  R00360    1.
    X00018  R00361    1.
    X00018  R00362    -1.
    X00018  R00363    1.
    X00018  R00964    1.
    X00018  R00965    -1.
    X00018  R00966    1.
    X00018  R00967    1.
    X00019  R00019    1.
    X00019  R00168    1.
    X00019  R00364    1.
    X00019  R00365    1.
    X00019  R00366    -1.
    X00019  R00367    1.
    X00019  R00960    1.
    X00019  R00961    -1.
    X00019  R00962    1.
    X00019  R00963    1.
    X00020  R00020    1.
    X00020  R00167    1.
    X00020  R00368    1.
    X00020  R00369    1.
    X00020  R00370    -1.
    X00020  R00371    1.
    X00020  R00956    1.
    X00020  R00957    -1.
    X00020  R00958    1.
    X00020  R00959    1.
    X00021  R00021    1.
    X00021  R00170    1.
    X00021  R00204    1.
    X00021  R00372    1.
    X00021  R00373    1.
    X00021  R00374    -1.
    X00021  R00375    1.
    X00021  R00968    1.
    X00021  R00969    1.
    X00021  R00970    -1.
    X00021  R00971    1.
    X00021  R01104    1.
    X00021  R01105    1.
    X00021  R01106    -1.
    X00021  R01107    1.
    X00022  R00022    1.
    X00022  R00171    1.
    X00022  R00205    1.
    X00022  R00376    1.
    X00022  R00377    1.
    X00022  R00378    -1.
    X00022  R00379    1.
    X00022  R00972    1.
    X00022  R00973    1.
    X00022  R00974    -1.
    X00022  R00975    1.
    X00022  R01108    1.
    X00022  R01109    1.
    X00022  R01110    -1.
    X00022  R01111    1.
    X00023  R00023    1.
    X00023  R00172    1.
    X00023  R00206    1.
    X00023  R00380    1.
    X00023  R00381    1.
    X00023  R00382    -1.
    X00023  R00383    1.
    X00023  R00976    1.
    X00023  R00977    1.
    X00023  R00978    -1.
    X00023  R00979    1.
    X00023  R01112    1.
    X00023  R01113    1.
    X00023  R01114    -1.
    X00023  R01115    1.
    X00024  R00024    1.
    X00024  R00267    1.
    X00024  R00384    1.
    X00024  R00385    1.
    X00024  R00386    -1.
    X00024  R00387    1.
    X00024  R01356    1.
    X00024  R01357    1.
    X00024  R01358    -1.
    X00024  R01359    1.
    X00025  R00025    1.
    X00025  R00172    1.
    X00025  R00388    1.
    X00025  R00389    1.
    X00025  R00390    -1.
    X00025  R00391    1.
    X00025  R00976    1.
    X00025  R00977    -1.
    X00025  R00978    1.
    X00025  R00979    1.
    X00026  R00026    1.
    X00026  R00171    1.
    X00026  R00392    1.
    X00026  R00393    1.
    X00026  R00394    -1.
    X00026  R00395    1.
    X00026  R00972    1.
    X00026  R00973    -1.
    X00026  R00974    1.
